CO2,Country of birth/nationality,Variable,Gender,Country,Year,Value
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2017,46680
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2018,46433
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2019,46039
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2001,32927
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2002,41414
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2003,35593
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2004,46715
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2005,37569
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2006,43357
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2007,44203
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2008,46541
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2009,45833
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2010,45513
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2011,47586
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2012,44304
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2013,45062
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2014,44231
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2015,48052
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2016,41983
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2017,40767
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2018,40909
IRN,Iran,Outflows of foreign population by nationality,Share of women,Netherlands,2019,42494
IRN,Iran,Outflows of foreign population by nationality,Share of women,Estonia,2019,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2000,49432
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2001,56897
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2002,48387
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2003,58216
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2004,52814
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2005,58586
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2006,46939
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2007,54683
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2008,51568
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2009,51145
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2010,53906
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2011,44533
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2012,45437
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2013,47651
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2014,45358
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2015,46070
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2016,45878
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2017,50923
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2018,46698
IRN,Iran,Outflows of foreign population by nationality,Share of women,Sweden,2019,47347
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2007,40000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2008,16667
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2009,25000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2010,28571
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2011,92308
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2012,21429
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2013,40000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2014,28571
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2015,40909
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2016,55556
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2017,44828
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2018,45833
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovenia,2019,40299
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2000,18156
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2001,10690
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2002,6949
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2003,4502
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2004,6224
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2005,6867
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2006,13111
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2007,9153
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2008,16418
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2009,21242
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2010,24725
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2011,31771
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2012,34241
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2013,35185
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2014,34637
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2015,44186
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2016,38350
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2017,38554
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2018,46488
IRN,Iran,Outflows of foreign population by nationality,Share of women,Korea,2019,54106
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2000,39147
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2001,43662
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2002,47183
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2003,50794
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2004,46296
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2005,50754
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2006,46212
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2007,43564
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2008,43103
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2009,50365
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2010,46927
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2011,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2012,48739
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2013,44488
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2014,49577
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2015,46959
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2016,47869
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2017,49838
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2018,48529
IRN,Iran,Inflows of foreign population by nationality,Share of women,New Zealand,2019,47959
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2000,49431
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2001,51830
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2002,52215
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2003,52821
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2004,53876
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2005,48430
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2006,48980
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2007,48823
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2008,46661
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2009,46448
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2010,47271
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2011,57405
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2012,65642
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2013,62777
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2014,52729
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2015,46557
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2016,49120
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2017,48829
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2018,50547
IRN,Iran,Inflows of foreign population by nationality,Share of women,Australia,2019,51133
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2000,44203
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2002,44048
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2003,46750
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2004,51210
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2005,53671
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2006,55896
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2007,47480
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2008,50104
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2009,56465
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2010,49597
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2011,46809
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2012,47170
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2013,49535
IRN,Iran,Inflows of foreign population by nationality,Share of women,Italy,2014,48382
