Country of birth/nationality,Variable,Gender,Country,Year,Value
Iran,Inflows of foreign population by nationality,Women,Estonia,2010,1
Iran,Inflows of foreign population by nationality,Women,Estonia,2011,1
Iran,Inflows of foreign population by nationality,Women,Estonia,2012,1
Iran,Inflows of foreign population by nationality,Women,Estonia,2013,2
Iran,Inflows of foreign population by nationality,Women,Estonia,2014,2
Iran,Inflows of foreign population by nationality,Women,Estonia,2015,10
Iran,Inflows of foreign population by nationality,Women,Estonia,2016,10
Iran,Inflows of foreign population by nationality,Women,Estonia,2017,16
Iran,Inflows of foreign population by nationality,Women,Estonia,2018,29
Iran,Inflows of foreign population by nationality,Women,Estonia,2019,54
Iran,Inflows of foreign population by nationality,Total,Estonia,2004,0
Iran,Inflows of foreign population by nationality,Total,Estonia,2005,0
Iran,Inflows of foreign population by nationality,Total,Estonia,2006,0
Iran,Inflows of foreign population by nationality,Total,Estonia,2007,0
Iran,Inflows of foreign population by nationality,Total,Estonia,2008,3
Iran,Inflows of foreign population by nationality,Total,Estonia,2009,2
Iran,Inflows of foreign population by nationality,Total,Estonia,2010,2
Iran,Inflows of foreign population by nationality,Total,Estonia,2011,5
Iran,Inflows of foreign population by nationality,Total,Estonia,2012,5
Iran,Inflows of foreign population by nationality,Total,Estonia,2013,10
Iran,Inflows of foreign population by nationality,Total,Estonia,2014,5
Iran,Inflows of foreign population by nationality,Total,Estonia,2015,22
Iran,Inflows of foreign population by nationality,Total,Estonia,2016,25
Iran,Inflows of foreign population by nationality,Total,Estonia,2017,33
Iran,Inflows of foreign population by nationality,Total,Estonia,2018,68
Iran,Inflows of foreign population by nationality,Total,Estonia,2019,154
Iran,Inflows of foreign population by nationality,Women,Israel,2000,210
Iran,Inflows of foreign population by nationality,Women,Israel,2001,120
Iran,Inflows of foreign population by nationality,Women,Israel,2002,87
Iran,Inflows of foreign population by nationality,Women,Israel,2003,57
Iran,Inflows of foreign population by nationality,Women,Israel,2004,75
Iran,Inflows of foreign population by nationality,Women,Israel,2005,71
Iran,Inflows of foreign population by nationality,Women,Israel,2006,44
Iran,Inflows of foreign population by nationality,Women,Israel,2007,88
Iran,Inflows of foreign population by nationality,Women,Israel,2008,25
Iran,Inflows of foreign population by nationality,Women,Israel,2009,22
Iran,Inflows of foreign population by nationality,Women,Israel,2010,17
Iran,Inflows of foreign population by nationality,Women,Israel,2011,23
Iran,Inflows of foreign population by nationality,Women,Israel,2012,17
Iran,Inflows of foreign population by nationality,Women,Israel,2013,39
Iran,Inflows of foreign population by nationality,Women,Israel,2014,14
Iran,Inflows of foreign population by nationality,Women,Israel,2015,17
Iran,Inflows of foreign population by nationality,Women,Israel,2016,16
Iran,Inflows of foreign population by nationality,Women,Israel,2017,8
Iran,Inflows of foreign population by nationality,Women,Israel,2018,37
Iran,Inflows of foreign population by nationality,Women,Israel,2019,28
Iran,Inflows of foreign population by nationality,Total,Israel,2000,420
Iran,Inflows of foreign population by nationality,Total,Israel,2001,234
Iran,Inflows of foreign population by nationality,Total,Israel,2002,182
Iran,Inflows of foreign population by nationality,Total,Israel,2003,121
Iran,Inflows of foreign population by nationality,Total,Israel,2004,143
Iran,Inflows of foreign population by nationality,Total,Israel,2005,123
Iran,Inflows of foreign population by nationality,Total,Israel,2006,74
Iran,Inflows of foreign population by nationality,Total,Israel,2007,184
Iran,Inflows of foreign population by nationality,Total,Israel,2008,48
Iran,Inflows of foreign population by nationality,Total,Israel,2009,45
Iran,Inflows of foreign population by nationality,Total,Israel,2010,39
Iran,Inflows of foreign population by nationality,Total,Israel,2011,46
Iran,Inflows of foreign population by nationality,Total,Israel,2012,37
Iran,Inflows of foreign population by nationality,Total,Israel,2013,82
Iran,Inflows of foreign population by nationality,Total,Israel,2014,27
Iran,Inflows of foreign population by nationality,Total,Israel,2015,35
Iran,Inflows of foreign population by nationality,Total,Israel,2016,34
Iran,Inflows of foreign population by nationality,Total,Israel,2017,18
Iran,Inflows of foreign population by nationality,Total,Israel,2018,76
Iran,Inflows of foreign population by nationality,Total,Israel,2019,67
Iran,Inflows of foreign population by nationality,Women,Slovenia,2007,2
Iran,Inflows of foreign population by nationality,Women,Slovenia,2008,2
Iran,Inflows of foreign population by nationality,Women,Slovenia,2009,1
Iran,Inflows of foreign population by nationality,Women,Slovenia,2010,2
Iran,Inflows of foreign population by nationality,Women,Slovenia,2011,5
Iran,Inflows of foreign population by nationality,Women,Slovenia,2012,2
Iran,Inflows of foreign population by nationality,Women,Slovenia,2013,4
Iran,Inflows of foreign population by nationality,Women,Slovenia,2014,5
Iran,Inflows of foreign population by nationality,Women,Slovenia,2015,12
Iran,Inflows of foreign population by nationality,Women,Slovenia,2016,9
Iran,Inflows of foreign population by nationality,Women,Slovenia,2017,5
Iran,Inflows of foreign population by nationality,Women,Slovenia,2018,11
Iran,Inflows of foreign population by nationality,Women,Slovenia,2019,27
Iran,Inflows of foreign population by nationality,Total,Slovenia,2007,5
Iran,Inflows of foreign population by nationality,Total,Slovenia,2008,12
Iran,Inflows of foreign population by nationality,Total,Slovenia,2009,4
Iran,Inflows of foreign population by nationality,Total,Slovenia,2010,7
Iran,Inflows of foreign population by nationality,Total,Slovenia,2011,8
Iran,Inflows of foreign population by nationality,Total,Slovenia,2012,11
Iran,Inflows of foreign population by nationality,Total,Slovenia,2013,9
Iran,Inflows of foreign population by nationality,Total,Slovenia,2014,19
Iran,Inflows of foreign population by nationality,Total,Slovenia,2015,28
Iran,Inflows of foreign population by nationality,Total,Slovenia,2016,23
Iran,Inflows of foreign population by nationality,Total,Slovenia,2017,21
Iran,Inflows of foreign population by nationality,Total,Slovenia,2018,24
Iran,Inflows of foreign population by nationality,Total,Slovenia,2019,67
Iran,Inflows of foreign population by nationality,Women,Latvia,2014,0
Iran,Inflows of foreign population by nationality,Women,Latvia,2017,0
Iran,Inflows of foreign population by nationality,Women,Latvia,2018,1
Iran,Inflows of foreign population by nationality,Women,Latvia,2019,1
Iran,Inflows of foreign population by nationality,Total,Latvia,2014,1
Iran,Inflows of foreign population by nationality,Total,Latvia,2017,2
Iran,Inflows of foreign population by nationality,Total,Latvia,2018,10
Iran,Inflows of foreign population by nationality,Total,Latvia,2019,6
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2003,20000
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2004,37500
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2005,26923
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2006,28947
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2007,33824
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2008,38889
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2009,40625
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2010,46835
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2011,51852
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2012,34286
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2013,43103
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2014,53968
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2015,45455
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2016,57534
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2017,51969
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2018,47619
Iran,Inflows of foreign population by nationality,Share of women,Czech Republic,2019,48963
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2010,45211
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2011,50000
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2012,45824
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2013,45767
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2014,47668
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2015,50000
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2016,52392
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2017,49897
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2018,47855
Iran,Inflows of foreign population by nationality,Share of women,Switzerland,2019,52294
Iran,Inflows of foreign population by nationality,Share of women,France,2006,55955
Iran,Inflows of foreign population by nationality,Share of women,France,2007,54447
Iran,Inflows of foreign population by nationality,Share of women,France,2008,47654
Iran,Inflows of foreign population by nationality,Share of women,France,2009,55858
Iran,Inflows of foreign population by nationality,Share of women,France,2010,52421
Iran,Inflows of foreign population by nationality,Share of women,France,2011,49815
Iran,Inflows of foreign population by nationality,Share of women,France,2012,52381
Iran,Inflows of foreign population by nationality,Share of women,France,2013,53819
Iran,Inflows of foreign population by nationality,Share of women,France,2014,52929
Iran,Inflows of foreign population by nationality,Share of women,France,2015,54649
Iran,Inflows of foreign population by nationality,Share of women,France,2016,57420
Iran,Inflows of foreign population by nationality,Share of women,France,2017,52168
Iran,Inflows of foreign population by nationality,Share of women,France,2018,51635
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2007,53333
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2010,33333
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2011,32143
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2012,53333
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2013,46154
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2014,35000
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2015,43333
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2016,18750
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2017,39130
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2018,41667
Iran,Inflows of foreign population by nationality,Share of women,Mexico,2019,9091
Iran,Inflows of foreign population by nationality,Share of women,Germany,2000,39881
Iran,Inflows of foreign population by nationality,Share of women,Germany,2001,40119
Iran,Inflows of foreign population by nationality,Share of women,Germany,2002,43505
Iran,Inflows of foreign population by nationality,Share of women,Germany,2003,43133
Iran,Inflows of foreign population by nationality,Share of women,Germany,2004,43020
Iran,Inflows of foreign population by nationality,Share of women,Germany,2005,44951
Iran,Inflows of foreign population by nationality,Share of women,Germany,2006,47457
Iran,Inflows of foreign population by nationality,Share of women,Germany,2007,49240
Iran,Inflows of foreign population by nationality,Share of women,Germany,2008,43998
Iran,Inflows of foreign population by nationality,Share of women,Germany,2009,44065
Iran,Inflows of foreign population by nationality,Share of women,Germany,2010,41457
Iran,Inflows of foreign population by nationality,Share of women,Germany,2011,42551
Iran,Inflows of foreign population by nationality,Share of women,Germany,2012,43348
Iran,Inflows of foreign population by nationality,Share of women,Germany,2013,46630
Iran,Inflows of foreign population by nationality,Share of women,Germany,2014,46644
Iran,Inflows of foreign population by nationality,Share of women,Germany,2015,31943
Iran,Inflows of foreign population by nationality,Share of women,Germany,2016,32787
Iran,Inflows of foreign population by nationality,Share of women,Germany,2017,43894
Iran,Inflows of foreign population by nationality,Share of women,Germany,2018,43856
Iran,Inflows of foreign population by nationality,Share of women,Germany,2019,44670
Iran,Inflows of foreign population by nationality,Share of women,Latvia,2014,0
Iran,Inflows of foreign population by nationality,Share of women,Latvia,2017,0
Iran,Inflows of foreign population by nationality,Share of women,Latvia,2019,16667
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2009,53145
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2010,52540
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2011,53228
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2012,54006
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2013,56115
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2014,49824
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2015,52967
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2016,37763
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2017,50439
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2018,48488
Iran,Inflows of foreign population by nationality,Share of women,Netherlands,2019,48585
Iran,Inflows of foreign population by nationality,Share of women,Chile,2005,30000
Iran,Inflows of foreign population by nationality,Share of women,Chile,2006,14286
Iran,Inflows of foreign population by nationality,Share of women,Chile,2007,57143
Iran,Inflows of foreign population by nationality,Share of women,Chile,2008,50000
Iran,Inflows of foreign population by nationality,Share of women,Chile,2009,20000
Iran,Inflows of foreign population by nationality,Share of women,Chile,2010,50000
Iran,Inflows of foreign population by nationality,Share of women,Chile,2011,0
Iran,Inflows of foreign population by nationality,Share of women,Chile,2012,28571
Iran,Inflows of foreign population by nationality,Share of women,Chile,2013,40000
Iran,Inflows of foreign population by nationality,Share of women,Chile,2014,42857
Iran,Inflows of foreign population by nationality,Share of women,Chile,2015,37931
Iran,Inflows of foreign population by nationality,Share of women,Chile,2016,40000
Iran,Inflows of foreign population by nationality,Share of women,Chile,2017,40000
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2000,63653
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2001,58186
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2002,54872
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2003,57185
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2004,51659
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2005,54186
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2006,52988
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2007,52207
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2008,50793
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2009,51697
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2010,48121
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2011,50692
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2012,52487
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2013,48944
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2014,54587
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2015,52324
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2016,51410
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2017,45230
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2018,46006
Iran,Inflows of foreign population by nationality,Share of women,Sweden,2019,50870
Iran,Inflows of foreign population by nationality,Share of women,Poland,2013,29885
Iran,Inflows of foreign population by nationality,Share of women,Poland,2014,31461
Iran,Inflows of foreign population by nationality,Share of women,Poland,2015,32597
Iran,Inflows of foreign population by nationality,Share of women,Poland,2016,38579
Iran,Inflows of foreign population by nationality,Share of women,Poland,2017,28755
Iran,Inflows of foreign population by nationality,Share of women,Poland,2018,39095
Iran,Inflows of foreign population by nationality,Share of women,Poland,2019,35640
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2008,33333
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2009,50000
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2010,50000
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2011,20000
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2012,20000
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2013,20000
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2014,40000
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2015,45455
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2016,40000
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2017,48485
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2018,42647
Iran,Inflows of foreign population by nationality,Share of women,Estonia,2019,35065
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2000,0
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2001,100000
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2002,0
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2003,16667
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2004,0
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2005,50000
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2006,42857
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2007,25000
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2008,80000
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2009,33333
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2010,16667
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2011,30000
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2012,36364
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2013,28571
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2014,50000
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2015,31250
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2016,39394
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2017,40000
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2018,28205
Iran,Inflows of foreign population by nationality,Share of women,Iceland,2019,43182
Iran,Inflows of foreign population by nationality,Share of women,Finland,2000,40625
Iran,Inflows of foreign population by nationality,Share of women,Finland,2001,48438
Iran,Inflows of foreign population by nationality,Share of women,Finland,2002,39662
Iran,Inflows of foreign population by nationality,Share of women,Finland,2003,50195
Iran,Inflows of foreign population by nationality,Share of women,Finland,2004,45690
Iran,Inflows of foreign population by nationality,Share of women,Finland,2005,47907
Iran,Inflows of foreign population by nationality,Share of women,Finland,2006,50679
Iran,Inflows of foreign population by nationality,Share of women,Finland,2007,46561
Iran,Inflows of foreign population by nationality,Share of women,Finland,2008,46753
Iran,Inflows of foreign population by nationality,Share of women,Finland,2009,40000
Iran,Inflows of foreign population by nationality,Share of women,Finland,2010,37799
Iran,Inflows of foreign population by nationality,Share of women,Finland,2011,38806
Iran,Inflows of foreign population by nationality,Share of women,Finland,2012,40841
Iran,Inflows of foreign population by nationality,Share of women,Finland,2013,42184
Iran,Inflows of foreign population by nationality,Share of women,Finland,2014,46618
Iran,Inflows of foreign population by nationality,Share of women,Finland,2015,50189
Iran,Inflows of foreign population by nationality,Share of women,Finland,2016,38864
Iran,Inflows of foreign population by nationality,Share of women,Finland,2017,46291
Iran,Inflows of foreign population by nationality,Share of women,Finland,2018,47872
Iran,Inflows of foreign population by nationality,Share of women,Finland,2019,48571
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2008,57851
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2009,61011
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2010,56286
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2011,55882
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2012,47516
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2013,48913
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2014,53550
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2015,37112
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2016,46911
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2017,52573
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2018,46933
Iran,Inflows of foreign population by nationality,Share of women,Belgium,2019,40805
Iran,Inflows of foreign population by nationality,Share of women,Korea,2000,3322
Iran,Inflows of foreign population by nationality,Share of women,Korea,2001,6012
Iran,Inflows of foreign population by nationality,Share of women,Korea,2002,9115
Iran,Inflows of foreign population by nationality,Share of women,Korea,2003,5571
Iran,Inflows of foreign population by nationality,Share of women,Korea,2004,12437
Iran,Inflows of foreign population by nationality,Share of women,Korea,2005,17747
Iran,Inflows of foreign population by nationality,Share of women,Korea,2006,19763
Iran,Inflows of foreign population by nationality,Share of women,Korea,2007,30542
Iran,Inflows of foreign population by nationality,Share of women,Korea,2008,29752
Iran,Inflows of foreign population by nationality,Share of women,Korea,2009,30263
Iran,Inflows of foreign population by nationality,Share of women,Korea,2010,35023
Iran,Inflows of foreign population by nationality,Share of women,Korea,2011,41048
Iran,Inflows of foreign population by nationality,Share of women,Korea,2012,44550
Iran,Inflows of foreign population by nationality,Share of women,Korea,2013,38400
Iran,Inflows of foreign population by nationality,Share of women,Korea,2014,39918
Iran,Inflows of foreign population by nationality,Share of women,Korea,2015,44664
Iran,Inflows of foreign population by nationality,Share of women,Korea,2016,37543
Iran,Inflows of foreign population by nationality,Share of women,Korea,2017,46585
Iran,Inflows of foreign population by nationality,Share of women,Korea,2018,46439
Iran,Inflows of foreign population by nationality,Share of women,Korea,2019,53846
Iran,Inflows of foreign population by nationality,Share of women,Israel,2000,50000
Iran,Inflows of foreign population by nationality,Share of women,Israel,2001,51282
Iran,Inflows of foreign population by nationality,Share of women,Israel,2002,47802
Iran,Inflows of foreign population by nationality,Share of women,Israel,2003,47107
Iran,Inflows of foreign population by nationality,Share of women,Israel,2004,52448
Iran,Inflows of foreign population by nationality,Share of women,Israel,2005,57724
Iran,Inflows of foreign population by nationality,Share of women,Israel,2006,59459
Iran,Inflows of foreign population by nationality,Share of women,Israel,2007,47826
Iran,Inflows of foreign population by nationality,Share of women,Israel,2008,52083
Iran,Inflows of foreign population by nationality,Share of women,Israel,2009,48889
Iran,Inflows of foreign population by nationality,Share of women,Israel,2010,43590
Iran,Inflows of foreign population by nationality,Share of women,Israel,2011,50000
Iran,Inflows of foreign population by nationality,Share of women,Israel,2012,45946
Iran,Inflows of foreign population by nationality,Share of women,Israel,2013,47561
Iran,Inflows of foreign population by nationality,Share of women,Israel,2014,51852
Iran,Inflows of foreign population by nationality,Share of women,Israel,2015,48571
Iran,Inflows of foreign population by nationality,Share of women,Israel,2016,47059
Iran,Inflows of foreign population by nationality,Share of women,Israel,2017,44444
Iran,Inflows of foreign population by nationality,Share of women,Israel,2018,48684
Iran,Inflows of foreign population by nationality,Share of women,Israel,2019,41791
Iran,Inflows of foreign population by nationality,Share of women,Spain,2000,34746
Iran,Inflows of foreign population by nationality,Share of women,Spain,2001,39462
Iran,Inflows of foreign population by nationality,Share of women,Spain,2002,46328
Iran,Inflows of foreign population by nationality,Share of women,Spain,2003,43868
Iran,Inflows of foreign population by nationality,Share of women,Spain,2004,44728
Iran,Inflows of foreign population by nationality,Share of women,Spain,2005,39098
Iran,Inflows of foreign population by nationality,Share of women,Spain,2006,42434
Iran,Inflows of foreign population by nationality,Share of women,Spain,2007,41414
Iran,Inflows of foreign population by nationality,Share of women,Spain,2008,38710
Iran,Inflows of foreign population by nationality,Share of women,Spain,2009,44131
Iran,Inflows of foreign population by nationality,Share of women,Spain,2010,46522
Iran,Inflows of foreign population by nationality,Share of women,Spain,2011,45981
Iran,Inflows of foreign population by nationality,Share of women,Spain,2012,46992
Iran,Inflows of foreign population by nationality,Share of women,Spain,2013,48925
Iran,Inflows of foreign population by nationality,Share of women,Spain,2014,45384
Iran,Inflows of foreign population by nationality,Share of women,Spain,2015,48192
Iran,Inflows of foreign population by nationality,Share of women,Spain,2016,48450
Iran,Inflows of foreign population by nationality,Share of women,Spain,2017,49256
Iran,Inflows of foreign population by nationality,Share of women,Turkey,2010,39636
Iran,Inflows of foreign population by nationality,Share of women,Turkey,2016,47024
Iran,Inflows of foreign population by nationality,Share of women,Turkey,2017,46774
Iran,Inflows of foreign population by nationality,Share of women,Turkey,2018,47535
Iran,Inflows of foreign population by nationality,Share of women,Turkey,2019,44438
Iran,Inflows of foreign population by nationality,Share of women,Canada,2000,48745
Iran,Inflows of foreign population by nationality,Share of women,Canada,2001,48834
Iran,Inflows of foreign population by nationality,Share of women,Canada,2002,48384
Iran,Inflows of foreign population by nationality,Share of women,Canada,2003,51250
Iran,Inflows of foreign population by nationality,Share of women,Canada,2004,50410
Iran,Inflows of foreign population by nationality,Share of women,Canada,2005,50488
Iran,Inflows of foreign population by nationality,Share of women,Canada,2006,49599
Iran,Inflows of foreign population by nationality,Share of women,Canada,2007,50086
Iran,Inflows of foreign population by nationality,Share of women,Canada,2008,51019
Iran,Inflows of foreign population by nationality,Share of women,Canada,2009,50258
Iran,Inflows of foreign population by nationality,Share of women,Canada,2010,48749
Iran,Inflows of foreign population by nationality,Share of women,Canada,2011,49779
Iran,Inflows of foreign population by nationality,Share of women,Canada,2012,49781
Iran,Inflows of foreign population by nationality,Share of women,Canada,2013,52489
Iran,Inflows of foreign population by nationality,Share of women,Canada,2014,50644
Iran,Inflows of foreign population by nationality,Share of women,Canada,2015,49580
Iran,Inflows of foreign population by nationality,Share of women,Canada,2016,51581
Iran,Inflows of foreign population by nationality,Share of women,Canada,2017,53010
Iran,Inflows of foreign population by nationality,Share of women,Canada,2018,50363
Iran,Inflows of foreign population by nationality,Share of women,Canada,2019,51693
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2007,50000
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2008,40476
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2009,37162
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2010,38178
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2011,39330
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2012,42061
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2013,44898
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2014,45580
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2016,39194
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2017,38178
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2018,46795
Iran,Inflows of foreign population by nationality,Share of women,Denmark,2019,45120
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2006,31250
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2007,53571
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2008,30000
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2009,17857
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2010,46000
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2011,40625
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2012,33333
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2013,50000
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2014,36364
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2015,34177
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2016,32727
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2017,52542
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2018,53333
Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2019,44211
Iran,Inflows of foreign population by nationality,Share of women,Norway,2000,53265
Iran,Inflows of foreign population by nationality,Share of women,Norway,2001,48585
Iran,Inflows of foreign population by nationality,Share of women,Norway,2002,52910
Iran,Inflows of foreign population by nationality,Share of women,Norway,2003,48567
Iran,Inflows of foreign population by nationality,Share of women,Norway,2004,53895
Iran,Inflows of foreign population by nationality,Share of women,Norway,2005,57396
Iran,Inflows of foreign population by nationality,Share of women,Norway,2006,59498
Iran,Inflows of foreign population by nationality,Share of women,Norway,2007,54369
Iran,Inflows of foreign population by nationality,Share of women,Norway,2008,47393
Iran,Inflows of foreign population by nationality,Share of women,Norway,2009,50192
Iran,Inflows of foreign population by nationality,Share of women,Norway,2010,50912
Iran,Inflows of foreign population by nationality,Share of women,Norway,2011,50369
Iran,Inflows of foreign population by nationality,Share of women,Norway,2012,48344
Iran,Inflows of foreign population by nationality,Share of women,Norway,2013,49668
Iran,Inflows of foreign population by nationality,Share of women,Norway,2014,47619
Iran,Inflows of foreign population by nationality,Share of women,Norway,2015,51378
Iran,Inflows of foreign population by nationality,Share of women,Norway,2016,45706
Iran,Inflows of foreign population by nationality,Share of women,Norway,2017,44077
Iran,Inflows of foreign population by nationality,Share of women,Norway,2018,51770
Iran,Inflows of foreign population by nationality,Share of women,Norway,2019,52096
Iran,Inflows of foreign population by nationality,Share of women,Austria,2000,41119
Iran,Inflows of foreign population by nationality,Share of women,Austria,2001,43396
Iran,Inflows of foreign population by nationality,Share of women,Austria,2002,46574
Iran,Inflows of foreign population by nationality,Share of women,Austria,2003,45052
Iran,Inflows of foreign population by nationality,Share of women,Austria,2004,45139
